study_id,esvd2_0_biome,esvd2_0_ecozones,esvd2_0_ecosystems,es_1,countries,continent,scale_of_site,protection_status,site_area_in_hectares,ecosystem_condition,latitude,longitude,valuation_methods,value_year,beneficiary_unit,number_of_beneficiaries,int_per_hectare_per_year,year_pub
1488,Coastal systems,Shorelines,Sandy shorelines,Opportunities for recreation and tourism,United States of America,North America,Local,NA,2.4,Intermediate,21.2752,-157.8312,TC,2020,person,989408,12656177.3,2024
1488,Coastal systems,Shorelines,Sandy shorelines,Opportunities for recreation and tourism,United States of America,North America,Local,NA,168.9,Intermediate,21.291852,-157.843565,TC,2020,person,989408,813669.4600000001,2024
1488,Coastal systems,Shorelines,Sandy shorelines,Opportunities for recreation and tourism,United States of America,North America,Local,NA,9.6,Intermediate,21.6197,-158.0856,TC,2020,person,989408,9928815.57,2024
1488,Coastal systems,Shorelines,Sandy shorelines,Opportunities for recreation and tourism,United States of America,North America,Local,NA,168.9,Intermediate,21.291852,-157.843565,TC,2023,person,5614956,338029.66,2024
1487,Coastal systems,Shorelines,Sandy shorelines,Opportunities for recreation and tourism,Greece,Europe,National,NA,9.6,Intermediate,39,22,Multimetodologia,2024,person,8700000,27662198.7,2024
1484,Marine,Shelf sea,Coral reefs,Information for cognitive development,United States of America,North America,Local,Protected,20.235,NA,19.531,-155.9763,DC,2003,total,NA,490.04,2004
1484,Marine,Shelf sea,Coral reefs,Information for cognitive development,United States of America,North America,Local,Protected,2.2259,NA,20.9511,-156.6401,DC,2003,total,NA,93065.35,2004
1484,Marine,Shelf sea,Coral reefs,Information for cognitive development,United States of America,North America,Local,Protected,18.1267,NA,20.6237,-156.4745,DC,2003,total,NA,7364.110000000001,2004
1484,Marine,Shelf sea,Coral reefs,Information for cognitive development,United States of America,North America,Local,Protected,80.9368,NA,21.2773,-157.8052,DC,2003,total,NA,1910.33,2004
1484,Marine,Shelf sea,Coral reefs,Information for cognitive development,United States of America,North America,Local,Protected,95.9585,NA,21.2716,-157.6932,DC,2003,total,NA,186.42000000000002,2004
1484,Marine,Shelf sea,Coral reefs,Food,United States of America,North America,Local,Partially protected,40.76820000000001,NA,19.418,-155.0011,DC,2003,total,NA,43012.06,2004
1484,Marine,Shelf sea,Coral reefs,Food,United States of America,North America,Local,Partially protected,20.2,NA,19.531,-155.9763,DC,2003,total,NA,18.29,2004
1484,Marine,Shelf sea,Coral reefs,Food,United States of America,North America,Local,Partially protected,2.2,NA,20.9511,-156.6401,DC,2003,total,NA,87.07,2004
1484,Marine,Shelf sea,Coral reefs,Food,United States of America,North America,Local,Partially protected,18.1,NA,20.6237,-156.4745,DC,2003,total,NA,86.16999999999999,2004
1484,Marine,Shelf sea,Coral reefs,Food,United States of America,North America,Local,Partially protected,80.9,NA,21.2773,-157.8052,DC,2003,total,NA,86.25,2004
1484,Marine,Shelf sea,Coral reefs,Food,United States of America,North America,Local,Partially protected,13.5,NA,21.2716,-157.6932,DC,2003,total,NA,86.14999999999999,2004
1484,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,United States of America,North America,Local,Protected,40.8,NA,19.418,-155.0011,Multimetodologia,2003,total,40000,86.17999999999999,2004
1484,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,United States of America,North America,Local,Protected,20.235,NA,19.531,-155.9763,Multimetodologia,2003,total,350000,18420.43,2004
1484,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,United States of America,North America,Local,Protected,2.2259,NA,20.9511,-156.6401,Multimetodologia,2003,total,86000,5753806.24,2004
1484,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,United States of America,North America,Local,Protected,18.1267,NA,20.6237,-156.4745,Multimetodologia,2003,total,220000,194142.54,2004
1484,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,United States of America,North America,Local,Protected,80.9368,NA,21.2773,-157.8052,Multimetodologia,2003,total,NA,336623.72000000003,2004
1484,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,United States of America,North America,Local,Protected,95.9585,NA,21.2716,-157.6932,Multimetodologia,2003,total,13000,4333.22,2004
1474,Coastal systems,Shorelines,Sandy shorelines,Opportunities for recreation and tourism,Peru,South America,Local,No protection,NA,NA,-17.6924,-71.3563,TC,2018,visitor,15000,1106.8899999999999,2021
1472,Tropical and subtropical forests,Tropical and subtropical rainforest,Tropical rainforest,Raw materials,Peru,South America,Sub-national,Partially protected,31807,Intermediate,-11.99,-70.59,MP,2010,total,NA,313.28999999999996,2012
1472,Tropical and subtropical forests,Tropical and subtropical rainforest,Tropical rainforest,Raw materials,Peru,South America,Sub-national,Partially protected,25000,Intermediate,-11.99,-70.59,MP,2010,total,NA,1248.92,2012
1472,Tropical and subtropical forests,Tropical and subtropical rainforest,Tropical rainforest,Raw materials,Peru,South America,Sub-national,Partially protected,25000,Intermediate,-11.99,-70.59,MP,2010,total,NA,2058.08,2012
1471,Tropical and subtropical forests,Tropical and subtropical mountain forest,Tropical cloud forest,Water,Peru,South America,Local,Protected,25000,Intermediate,-10.676414,-75.3152837,CV,2008,household,NA,87.95,2010
1469,Tropical and subtropical forests,Tropical and subtropical rainforest,Tropical rainforest,Food,Peru,South America,Local,No protection,217.1,Intermediate,-7.967438,-77.297745,MP,2012,total,NA,3028.9100000000003,2014
1469,Rivers and lakes,Rivers and streams,Permanent lowland rivers,Food,Peru,South America,Local,No protection,217.1,Intermediate,-7.967438,-77.297745,MP,2012,total,NA,101.77,2014
1469,Tropical and subtropical forests,Tropical and subtropical rainforest,Tropical rainforest,Climate regulation,Peru,South America,Local,No protection,34.5,Intermediate,-7.967438,-77.297745,MP,2013,total,NA,250.67,2014
1469,Tropical and subtropical forests,Tropical and subtropical rainforest,Tropical rainforest,Climate regulation,Peru,South America,Local,No protection,182.6,Intermediate,-7.967438,-77.297745,MP,2012,total,NA,293.19,2014
1469,Tropical and subtropical forests,Tropical and subtropical rainforest,Tropical rainforest,Climate regulation,Peru,South America,Local,No protection,183,Intermediate,-7.967438,-77.297745,MP,2012,total,NA,49.379999999999995,2014
1461,Marine,Shelf sea,Benthic systems,"Existence, bequest values",Italy,Europe,Local,Partially protected,110000,Well-functioning (or extensively managed),45.3307431,12.5122507,CV,2016,household,NA,12488.43,2018
1459,Intensive land use,Perennial agroforestry,Silvo pastoral systems,Climate regulation,United States of America,North America,Local,No protection,1295000,Intermediate,27,-80.8,CE,2002,household,NA,59.28,2004
1459,Intensive land use,Perennial agroforestry,Silvo pastoral systems,"Existence, bequest values",United States of America,North America,Local,No protection,1295000,Intermediate,27,-80.8,CE,2002,household,1340000,102.75,2004
1459,Intensive land use,Perennial agroforestry,Silvo pastoral systems,Climate regulation,United States of America,North America,Local,No protection,1295000,Intermediate,27,-80.8,CE,2002,household,NA,71.72,2004
1458,Coastal systems,Coastal inlets,Riverine estuaries and bays,Waste treatment,United States of America,North America,Local,No protection,1295000,NA,37.8,-76.1,CV,2002,person,220800,43.660000000000004,2004
1457,Coastal systems,Coastal dunes and cliffs,Coastal dunes,Opportunities for recreation and tourism,United States of America,North America,Sub-national,No protection,1160100,NA,34.0195,-118.4912,TC,2009,person,129549073,14.52,2012
1455,Coastal systems,Coastal wetlands and river deltas,Coastal river deltas,Moderation of extreme events,United States of America,North America,Local,NA,689,NA,29.9511,-90.0715,CE,2008,household,NA,228148.59,2011
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,538,NA,34.5214,-112.3886,HP,2001,total,NA,345.71999999999997,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,4574,NA,34.5876,-112.4364,HP,2001,total,NA,1372.98,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,6629,NA,40.9396,-123.6312,HP,2001,total,NA,216.79,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,6629,NA,40.9396,-123.6312,HP,2002,household,5005,1040705.47,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,3207,NA,44.144,-114.9189,HP,2001,total,NA,291.88,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,1064,NA,34.505,-112.4561,HP,2002,household,147,148.76999999999998,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,538,NA,34.5214,-112.3886,HP,2002,household,1883,169438.21000000002,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,4574,NA,34.5876,-112.4364,HP,2002,household,1178,945993.5,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,6629,NA,40.9396,-123.6312,HP,2002,household,5005,1120184.9,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,3207,NA,44.144,-114.9189,HP,2002,household,88,4923975.109999999,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,1064,NA,34.505,-112.4561,HP,2002,household,147,55538.58,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,538,NA,34.5214,-112.3886,HP,2002,household,1883,154938.68,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,4574,NA,34.5876,-112.4364,HP,2002,household,1178,767207.74,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,6629,NA,40.9396,-123.6312,HP,2002,household,5005,1012804.41,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,3207,NA,44.144,-114.9189,HP,2002,household,88,4201150.2,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,1064,NA,34.505,-112.4561,HP,2002,household,147,46740.27,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,538,NA,34.5214,-112.3886,HP,2002,household,1883,161841.29,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,4574,NA,34.5876,-112.4364,HP,2002,household,1178,608351.98,2014
1452,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Erosion prevention,United States of America,North America,Local,Partially protected,3207,NA,44.144,-114.9189,HP,2002,household,88,3328376.65,2014
1448,Inland wetlands,Marshes and swamps,Marshes and swamps,Opportunities for recreation and tourism,Australia,Oceania,Sub-national,No protection,20000,NA,-37.2547,140.0421,TC,2000,person,294,0.76,2002
1448,Inland wetlands,Marshes and swamps,Marshes and swamps,Opportunities for recreation and tourism,Australia,Oceania,Sub-national,No protection,20000,NA,-37.2547,140.0421,TC,2000,person,294,1084.28,2002
1448,Inland wetlands,Marshes and swamps,Marshes and swamps,Opportunities for recreation and tourism,Australia,Oceania,Sub-national,No protection,20000,NA,-37.2547,140.0421,TC,2000,person,294,5157.820000000001,2002
1447,Rivers and lakes,Freshwater lakes,Large permanent freshwater lakes,Waste treatment,New Zealand,Oceania,Local,NA,20000,NA,-38.255,176.4461,TC,2008,person,21883,0.8600000000000001,2011
1445,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,Aesthetic information,United States of America,North America,Local,No protection,NA,NA,44.7311,-93.2119,HP,2005,household,5094,423087.47000000003,2012
1445,Urban green and blue infrastructure,Urban blue infrastructure,"Urban, lakes, ponds, wetlands",Aesthetic information,United States of America,North America,Local,No protection,NA,NA,44.7311,-93.2119,HP,2005,household,5094,339696.31,2012
1445,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,Aesthetic information,United States of America,North America,Local,No protection,NA,NA,44.7311,-93.2119,HP,2005,household,5094,33111.189999999995,2012
1445,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,Aesthetic information,United States of America,North America,Local,No protection,NA,NA,44.7311,-93.2119,HP,2005,household,5094,711686.26,2012
1445,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,Aesthetic information,United States of America,North America,Local,No protection,NA,NA,44.7311,-93.2119,HP,2005,household,5094,73989.20999999999,2012
1442,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,"Existence, bequest values",United States of America,North America,Local,NA,40468.5642,Intermediate,56.75,-133.5,CE,2012,household,252290,684.88,2016
1442,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,"Existence, bequest values",United States of America,North America,Local,NA,180085.111,Intermediate,56.75,-133.5,CE,2012,household,252290,243.33,2016
1441,Anthropogenic systems,Anthropogenic freshwater systems,Large human made reservoirs,Water,United States of America,North America,Local,NA,90042.55540000001,NA,34.1846,-118.816,CV,2004,household,430,465.3,2005
1441,Anthropogenic systems,Anthropogenic freshwater systems,Large human made reservoirs,Water,United States of America,North America,Local,NA,14.973400000000002,NA,34.1846,-118.816,CV,2004,household,430,2247.9700000000003,2005
1439,Coastal systems,Shorelines,Sandy shorelines,Opportunities for recreation and tourism,United States of America,North America,Sub-national,No protection,1011714.11,NA,34.0159,-118.822,MP,2009,Person,NA,4.7,2012
1434,Polar and alpine systems,Polar tundra and deserts,Polar tundra and deserts,Climate regulation,Canada,North America,National,Protected,26136710,NA,51.1784,-115.5708,Multimetodologia,2000,total,NA,8396.15,2000
1434,Cold climate evergreen forest and woodland,Boreal coniferous forest,Boreal coniferous forest,Climate regulation,Canada,North America,National,Protected,997394.8,NA,51.1784,-115.5708,Multimetodologia,2000,total,NA,13383.44,2000
1434,Cold climate evergreen forest and woodland,Boreal coniferous forest,Boreal coniferous forest,Climate regulation,Canada,North America,Sub-national,Protected,997394.8,NA,53.9571,-105.728,Multimetodologia,2000,total,NA,9958.9,2000
1434,Cold climate evergreen forest and woodland,Boreal coniferous forest,Boreal coniferous forest,Climate regulation,Canada,North America,Sub-national,Protected,997394.8,NA,53.9571,-105.728,Multimetodologia,2000,total,NA,1425.28,2000
1434,Polar and alpine systems,Polar tundra and deserts,Polar tundra and deserts,Climate regulation,Canada,North America,National,Protected,26136710,NA,51.1784,-115.5708,Multimetodologia,2000,total,NA,1590.48,2000
1434,Rangelands and natural grasslands,Grassy woodlands and grasslands,Grassy woodlands and grasslands,Climate regulation,Canada,North America,National,Protected,26136710,NA,51.1784,-115.5708,Multimetodologia,2000,total,NA,4057.6,2000
1434,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Climate regulation,Canada,North America,National,Protected,26136710,NA,51.1784,-115.5708,Multimetodologia,2000,total,NA,769.3199999999999,2000
1434,Polar and alpine systems,Polar tundra and deserts,Polar tundra and deserts,Climate regulation,Canada,North America,National,Protected,26136710,NA,51.1784,-115.5708,Multimetodologia,2000,total,NA,4949.91,2000
1434,Temperate forest and woodland,Temperate rain or evergreen forest,Cool temperate moist forest,Climate regulation,Canada,North America,Sub-national,Protected,444710,NA,46.4558,-63.3483,Multimetodologia,2000,total,NA,3707.9100000000003,2000
